No,District,NRSC,GSI,New,Type_of_sl,Length,Width,Area,Building_I,Road_impac,Impact_Agr,LU_2010,LU_2018,Specific_r,Remarks,POINT_X,POINT_Y,Reclass_Sl,RASTERVALU,Rainfall(mm),Normal(mm),%increase
0,Idukki,N,Y,N,SS,0,0,0.0,0,D,TEA,TEA,TEA,,Estate factory road damaged,77.00332,10.13446,2,14.4175071716,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,SS,0,0,704.3,0,N,TEA,TEA,TEA,,,77.120146099,10.178959738,5,28.5800609589,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,DF,239,18,4302.0,0,D,SPL,FMP,SPL,3,,77.03043936,10.164968524,4,23.846113205,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,DF,0,0,23663.0,0,C,FMP,TEA,FMP,,Gundumala lower division tea estate road got blocked,77.12806,10.17342,6,33.2596664429,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,36,7,252.0,0,C,TEA,TEA,TEA,,,77.067473479,10.142770692,4,22.7576694489,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,35,8,280.0,0,C,TEA,TEA,TEA,,,77.067586692,10.142937543,4,20.7585716248,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,39,10,390.0,0,N,TEA,TEA,TEA,4,,77.069813524,10.145584477,3,17.2352199554,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,19,10,190.0,0,C,TEA,TEA,TEA,,,77.055878038,10.14702624,5,25.0863552094,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,24,9,216.0,0,N,TEA,TEA,TEA,,,77.049839597,10.132235401,3,17.7368125916,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,23,5,115.0,0,N,TEA,TEA,TEA,,,77.036857968,10.130077879,2,14.5505857468,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,1,N,SPL,SPL,SPL,1,,77.02255,10.13308,4,22.8532333374,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,10,9,90.0,0,D,GMC,SPL,GMC,,Munnar- Udumpalpettu road damaged,77.0559,10.12948,7,35.3269309998,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,0,D,N,ROA,ROA,,Munnar- Udumpalpettu road damaged,77.07311,10.15006,4,20.7563457489,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,SS,27,14,378.0,0,N,SPL,SPL,SPL,,,76.9402086,10.140270022,4,24.4236660004,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,SS,81,12,972.0,0,N,BSL,SPL,BSL,,,76.91527812,10.131112174,6,34.2729301453,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,RF,0,0,2125.0,0,N,FCP,SPL,FCP,,,76.924648201,10.095377391,6,31.8422584534,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,DF,97,10,970.0,0,N,SPL,SPL,SPL,5,,76.919562875,10.123661045,7,35.1244697571,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,5,8,37.81,0,C,GMC,FMP,GMC,2,Road blocked.,76.92397,10.13743,3,17.7066726685,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,SS,0,0,640.71,0,N,SPL,GMC,SPL,,Slide occurred in cultivated land.,76.91901469,10.115464156,3,19.1057338715,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,SS,0,0,2990.0,2,C,SPL,GMC,SPL,2,Mankulam - Thalumkandam road blocked.,76.918990936,10.108904093,4,20.8185596466,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,0,C,FMP,SPL,FMP,2,Thalukandam - Sukumaran Kada road blocked.,76.928039432,10.098887354,3,17.0983371735,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,SS,0,0,2558.95,1,N,FMP,FMP,FMP,1/5,The slide occur in the cultivated land.,76.92817,10.10094,1,6.70269393921,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,DF,0,0,1781.0,0,C,SPL,FCP,SPL,2,ajammala- Edamalakudy road blocked,77.028047399,10.143509699,4,22.5548763275,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,DF,0,0,888.0,0,C,SPL,FCP,SPL,2,Rajammala- Edamalakudy road blocked,77.027190661,10.143256142,4,21.5459918976,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,35,26,910.0,0,C,FCP,FCP,FCP,8,,77.059883325,10.137518964,2,13.851764679,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,11,6,66.0,0,C,FMP,FMP,FMP,3,,77.060105187,10.137243039,1,6.08169364929,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,47,17,799.0,0,C,BSL,RUB,BSL,9,,77.060550196,10.124689842,6,32.9847450256,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,83,22,1826.0,0,C,TEA,TEA,TEA,,,77.060955058,10.123464645,5,25.8379917145,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,21,20,420.0,0,C,FCP,FCP,FCP,2,"Munnar- Coimbatore road blocked, Eucalyptus Plantation damaged",77.055036663,10.126537758,4,21.857875824,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,70,21,1470.0,0,C,FMP,FMP,FMP,,Munnar- Udumpalpettu road blocked,77.06013,10.1374,2,13.851764679,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,9,8,72.0,2,N,SPL,SPL,SPL,,,77.067097217,10.137970903,2,14.2722883224,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,28,13,364.0,0,C,FMP,FMP,FMP,2,,76.965250776,10.013359845,5,29.190202713,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,54,6,324.0,0,N,N,SNA,GNA,10,,76.96300435,10.026310089,7,35.5233154297,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,140,29,4060.0,0,N,N,FDN,FDN,,,76.970160399,10.065010965,5,28.485534668,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,SS,31,12,372.0,0,N,N,FNO,FNO,,,76.901376602,10.128921196,4,20.1313114166,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,138,14,1932.0,0,N,FMP,FMP,FMP,,,76.996024089,10.051563866,5,29.7277240753,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,SS,37,11,407.0,0,N,N,FNO,SNA,,,76.890701781,10.105719397,3,16.3955345154,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,SS,0,0,1725.0,0,N,FMP,FMP,FMP,,,76.931378824,10.080910528,4,24.9061279297,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,SS,0,0,3152.78,0,N,N,FNO,FNO,10,,76.916615523,10.05066771,6,33.1440353394,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,SS,0,0,898.66,0,N,FMP,SPL,FMP,10,,76.921804222,10.048652254,6,30.4459590912,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,SS,295,11,3245.0,0,N,FMP,SPL,FMP,,,76.92079919,10.048309932,5,29.202047348,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,SS,0,0,2092.34,0,N,FMP,FMP,FMP,4,,76.918188963,10.0900059,5,28.3959903717,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,SS,0,0,1325.0,0,N,N,FMP,SNA,10,,76.935396435,10.042750343,6,32.038444519,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,SS,144,19,2736.0,0,N,N,FDN,FDN,,,76.96195995,10.026732501,6,32.0295791626,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,188,7,1316.0,0,N,SPL,SPL,SPL,,,76.963930642,10.016551218,5,25.5266952515,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,SS,169,21,3549.0,0,N,FCP,FCP,FCP,10,,76.963625418,10.016644321,6,30.9317340851,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,115,14,1610.0,0,N,N,BRG,BRG,4,,76.981035371,10.054452752,9,48.2727432251,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,55,14,770.0,0,N,FCP,FCP,FCP,,,76.914582561,10.053808143,6,31.6969661713,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,SS,217,12,2604.0,0,N,FCP,FCP,FCP,,,76.914684169,10.052374403,9,49.5971336365,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,SS,0,0,842.03,0,N,FMP,FMP,FMP,,,76.935253615,10.054296895,8,42.3871192932,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,SS,117,13,1521.0,0,N,FCP,FCP,FCP,,,76.868064677,10.035638539,3,17.0983371735,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,SS,0,0,2756.7,0,N,N,GNA,BSO,10,,76.902134817,10.050137845,5,27.2772693634,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,144,39,5616.0,0,N,N,QUU,QUA,,,77.051855866,10.056739523,5,25.2478656769,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,37,8,296.0,0,N,SPL,TEA,SPL,8,,77.045187281,10.045372731,4,23.1536769867,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,61,4,244.0,0,C,SPL,TEA,SPL,10,,77.039943564,10.042628204,7,35.995388031,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,30,9,270.0,0,N,N,FDN,FDN,,,76.939289588,10.052053548,3,19.0534038544,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,66,6,396.0,0,N,N,FDN,FNO,,,76.938820121,10.051517281,4,24.3583507538,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,40,15,600.0,0,N,N,FNO,FNO,,,76.948466181,10.054413391,2,12.7703771591,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,35,9,315.0,0,N,TEA,TEA,TEA,,,77.067927338,10.051255667,6,30.9672431946,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,RF,364,53,19292.0,0,N,N,FNO,FNO,,,76.905970162,10.057288561,8,43.933631897,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,RF,32,9,288.0,0,N,FCP,FCP,FCP,,,76.91583337,10.052633888,6,31.2520923615,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,RF,0,0,1226.72,0,N,N,BRG,BRG,10,,76.926889783,10.052422949,4,21.1649360657,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,RF,0,0,3500.0,0,N,SPL,SPL,SPL,,,76.91138107,10.051961194,5,27.4873371124,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,RF,0,0,1215.58,0,N,N,BRG,BRG,10,,76.927161798,10.052205319,5,29.8559417725,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,RF,0,0,1312.14,0,N,FCP,FCP,FCP,,,76.926334824,10.052429827,6,31.6516532898,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,RF,0,0,3522.25,0,N,N,BRF,BRG,,,76.942276857,10.088897715,6,32.9857902527,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,RF,76,9,684.0,0,N,FCP,FCP,FCP,,,76.913413785,10.106206761,5,29.0048542023,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,RF,0,0,3250.45,0,N,GMC,FCP,GMC,,,76.853884463,10.04242932,8,40.2936401367,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,RF,0,0,2541.06,0,N,FMP,FMP,FMP,,,76.917428739,10.094662339,3,19.6908931732,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,RF,0,0,541.84,3,C,FMP,SPL,FMP,,,76.926348486,10.059249994,5,29.2230834961,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,RF,0,0,1525.13,0,N,SPL,SPL,SPL,,,76.927440867,10.058633482,6,34.3347053528,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,DF,0,0,1588.0,0,N,FCP,FCP,FCP,,,76.922620235,10.056263763,6,33.5805778503,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,DF,0,0,2437.95,0,N,N,BSF,BSF,,,76.901679632,10.037470155,5,26.9140224457,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,DF,262,17,4454.0,3,N,FMP,FMP,FMP,,,77.029909885,10.036192364,6,31.3216762543,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,DF,0,0,1435.97,0,N,FCP,FCP,FCP,,,76.895552466,10.047064216,6,30.7362575531,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,DF,110,11,1210.0,0,D,TEA,TEA,TEA,3,,77.044258829,10.043600405,3,15.0724506378,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,DF,103,10,1030.0,0,C,SPL,TEA,SPL,10,FMP/TEA,77.040366618,10.042924714,5,25.6496429443,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,DF,131,6,786.0,0,C,SPL,SPL,SPL,,,77.05122917,10.055360977,5,28.1510620117,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,1,N,N,BUI,BUI,1,"The house was built by cut and fill method was partly damaged during the incidence, cracks were seen developed in the walls.",76.889687061,10.030799193,5,25.1656303406,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,DF,0,0,4280.0,1,N,FMP,FMP,FMP,,"The house is situated besides the flow, about 50 m from the flow has developed cracks in its walls.",76.90079,10.0309,5,26.0990257263,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,DF,63,16,1039.88,2,N,FMP,FMP,FMP,1,"The house of Biju completely damaged, while that of Sabu has developed cracks on the kitchen walls.",76.90002,10.03135,3,17.4268436432,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,DF,0,0,3888.0,2,N,FMP,SPL,FMP,1,A part of the debris flow hit the back side of the house of Sheena Vijayan. A small cutslope failure occured in the vertical cut just below Paili's house.,76.90079,10.03021,3,17.4044380188,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,1,N,FMP,FMP,FMP,1,Cracks developed in the house due to small subsidence as the vertical cut in the front portion of the house was unprotected.,76.90015,10.02982,4,20.1429100037,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,DF,0,0,4577.88,0,N,FMP,FMP,FMP,,Flow occurred in cultivated land.,76.912557692,10.03236958,7,39.6603813171,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,29,11,329.14,0,N,FMP,FMP,FMP,10,Flow occurred in cultivated land.,76.914280038,10.024303453,5,27.0749607086,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,SS,0,0,1849.24,0,C,FCP,FCP,FCP,,Machiplavu - Thattekannamkudi road blocked.,76.914577978,10.023489527,1,2.74011087418,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,0,C,N,ROA,ROA,3,Road blocked,76.94035,10.03084,2,11.730638504,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,2,N,N,BUI,BUI,1,The house of Sheela was constructed in the slope without considering the slope angle and the overburden material without anchoring the basement to bed rock.,76.96045,10.01335,4,20.2515068054,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,1,N,N,BUI,BUI,1,The house was constructed by cut and fill method.,76.96461,10.01186,3,16.2101249695,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,1,N,N,BUI,BUI,1,The house was constructed by cut and fill method.,76.9644,10.01191,3,15.5704517365,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,1,N,N,BUI,BUI,1,The house was constructed by cut and fill method.,76.96486,10.01191,3,16.2101249695,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,2,N,N,BUI,BUI,1,The house was constructed by cut and fill method.,76.96525,10.01189,2,14.1900615692,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,DF,0,0,0.0,2,N,N,BUI,BUI,1,Five deaths and two injured in the incidence,76.96434,10.01392,3,19.4450397491,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,2,N,N,BUI,BUI,1,A vertical slope of 30 m height was present just behind the house. During heavy rain the overburden material of 0.5 m thickness slide down damaging the two houses.,76.964757378,9.997857983,3,17.4408302307,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,SS,0,0,2650.37,0,N,N,BUI,BUI,1,The slide occur in the cultivated land.,76.96407,10.01149,5,29.1638507843,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,106,14,1490.32,0,N,FMP,FMP,FMP,,The slide occur in the cultivated land.,76.965715322,10.01110956,2,10.0688447952,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,1,N,N,GMC,BUI,1,The house was constructed by cut and fill method.,76.83084,10.06093,4,22.080078125,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,DF,0,0,907.25,0,C,FMP,GMC,FMP,,Padikappu -Kattamudi road blocked,76.88945,10.0437,6,31.2241764069,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,SS,0,0,539.97,1,N,N,BUI,BUI,1,The house was partly damaged.,76.90109,10.04544,5,25.5530033112,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,0,N,FMP,FMP,FMP,,The slide occur in the cultivated land.,76.91236,10.04228,3,17.3454475403,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,0,N,FMP,SPL,BUI,,The slide occur in the cultivated land.,76.91285,10.0421,2,12.7703771591,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,SS,0,0,1225.0,0,N,BSL,SPL,BSL,,The slide occur in the cultivated land.,76.91092,10.04169,1,8.09798240662,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,DF,0,0,1575.0,1,N,FMP,GMC,FMP,,,76.920032718,10.040731699,4,23.2696208954,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,SS,0,0,3700.0,0,N,FMP,FMP,FMP,,The slide occur in the cultivated land.,76.924164638,10.042685569,4,22.6890525818,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,0,N,FMP,FMP,BUI,1,The slide occur in the cultivated land.,76.914,10.04186,2,14.8295726776,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,DF,48,9,435.59,0,C,N,FDN,FDN,,Peechad - Plamalakudi road blocked.,76.943941317,10.054666839,7,36.6096153259,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,0,N,GMC,GMC,GMC,5,The slide occur in the cultivated land.,76.92898,10.0601,1,6.36162900925,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,1,N,GMC,GMC,GMC,5,,76.92872,10.06008,3,17.9756374359,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,DF,24,9,205.23,1,N,N,FMP,BUI,1,,76.92594,10.06059,4,20.9025859833,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,DF,0,0,22125.0,0,N,FMP,FMP,FMP,,The slide occur in the cultivated land.,76.9424839796,10.0577413116,6,34.2729301453,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,DF,0,0,1607.55,0,N,SPL,GMC,SPL,,The flow occur in the cultivated land.,76.917340376,10.102566366,4,21.2643222809,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,DF,0,0,738.41,0,N,FMP,GMC,FMP,,Flow occurred in cultivated land.,76.945806796,10.040724873,3,18.7608985901,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,0,C,N,FDN,FDN,2,Kallar - Mankulam road blocked.,76.95822,10.06393,3,16.9455909729,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,0,C,N,FDN,FDN,,Kallar - Mankulam road blocked.,76.95529,10.05952,4,21.1801013947,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,99,10,990.0,0,D,TEA,ROA,ROA,,Munnar- Cochin road (NH-85) partially damaged,77.053929023,10.057342564,5,29.130853653,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,DF,17,13,221.0,1,D,SPL,FCP,SPL,,Munnar- Cochin road (NH-85) partially damaged,77.005659149,10.040799886,6,33.8735389709,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,15,19,285.0,1,D,N,FMP,BUI,1,Munnar-Eranakulam road got partially damaged,77.00151,10.03885,5,25.1942081451,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,1,N,N,FDN,FDN,,,76.99247,10.03499,5,25.5316314697,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,160,64,1024.0,0,D,N,BRG,BRO,,Road to Hotel Plum judy damaged,77.049784829,10.055671961,5,28.8926410675,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,75,45,3375.0,1,C,FMP,FMP,FMP,2,One shed at the crown in threat. Kochi - Munnar NH blocked,77.038219375,10.041947225,5,27.9989433289,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,RF,0,0,2088.59,0,N,N,SNA,SNA,,,76.982539403,10.134371764,6,30.5844860077,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,RF,0,0,6706.16,0,N,N,SNA,BRF,10,,76.984807872,10.131724314,8,44.4400100708,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,RF,193,14,2702.0,0,N,N,BRF,BRF,10,,76.985418797,10.131029684,7,38.8628196716,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,27,8,216.0,0,D,TEA,TEA,TEA,,,77.164385839,10.065294574,2,14.5122098923,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,DF,304,8,2432.0,0,N,N,GNA,GNA,,,77.189792966,10.066082061,9,46.0908813477,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,DF,164,14,2296.0,0,N,SPL,SPL,SPL,,,77.026749407,10.121788803,5,27.8168201447,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,18,16,288.0,0,D,GMC,TEA,GMC,2,Munnar- Kadalar road damaged,77.05155,10.12543,2,13.4579267502,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,54,9,486.0,0,D,FCP,FCP,FCP,,Munnar- Kadalar road damaged,77.05221,10.12549,3,15.9035873413,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,28,15,420.0,0,D,SPL,GMC,SPL,,"Kannimala Estate UP School road got damaged and washed away, Kadalar estate- Munnar road also damaged.",77.053974845,10.125482432,2,14.8057079315,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,0,C,FCP,FCP,FCP,2,"Munnar- Coimbatore road blocked, Eucalyptus Plantation damaged",77.0543,10.12557,3,16.0003414154,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,SS,0,0,9100.0,0,N,N,FNO,FDN,,,76.893333761,10.119780038,7,36.6497421265,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,DF,0,0,1719.87,0,N,N,SPL,BSF,10,SNA/BSG,77.007304341,10.121755861,4,24.3530426025,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,DF,181,14,2534.0,0,D,FMP,FMP,FMP,,,77.037619995,10.119334647,5,28.4180755615,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,21,12,252.0,0,C,SPL,SPL,SPL,,Tea plantation and private road got damaged,77.04329434,10.113028433,5,26.9140224457,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,53,50,2650.0,0,N,TEA,TEA,TEA,,,77.051634031,10.095510415,2,13.014749527,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,64,19,1216.0,0,D,SPL,FCP,SPL,,,77.068150176,10.083224221,6,30.4129810333,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,81,19,1539.0,0,N,FCP,FCP,FCP,,,77.068915789,10.08377604,4,22.0473594666,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,58,13,754.0,0,C,FCP,FCP,FCP,,,77.067330701,10.071779046,4,22.6339435577,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,107,10,1070.0,0,C,RUB,RUB,RUB,,,77.058462322,10.114920731,4,24.1876296997,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,85,12,1020.0,1,D,SPL,SPL,SPL,,"Munnar- Mattupatti road damaged, Munnar- Silent valley road at the down slope blocked",77.06336,10.08551,4,20.1220245361,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,38,22,836.0,0,D,SPL,FMP,SPL,2,Police workshop club road damaged,77.062348402,10.084378984,2,12.0812101364,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,152,29,4408.0,4,C,BSL,FCP,BSL,,,77.067254399,10.083107806,3,18.5375728607,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,0,0,0.0,1,N,N,BUI,BUI,1,,77.05948,10.08705,1,8.43620491028,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,103,17,1751.0,6,C,RUB,RUB,RUB,1/2,,77.053813668,10.093796478,2,13.0107860565,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,SS,0,0,1732.0,0,D,FCP,FCP,FCP,2,"Microstation road and Munnar-Madurai (NH-85) road damaged, Tea plantation damaged.",77.07460984,10.082057563,3,18.3788909912,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,38,12,456.0,0,C,N,BUI,BUI,,"Muslimpally road damaged, Munnar- Udumpalpettu road blocked",77.05989,10.08972,2,14.3043136597,3211.1,1749.1,83.58%
0,Idukki,Y,Y,N,DF,0,0,5900.0,0,N,N,FNO,FNO,,Flow occurred in cultivated land.,76.91011156,10.121574805,2,11.3032026291,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,33,11,363.0,0,D,TEA,FCP,TEA,,,77.084518282,10.099231173,4,22.3132457733,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,69,10,690.0,0,N,TEA,TEA,TEA,10,,77.091601072,10.099973002,5,25.2210597992,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,279,62,17298.0,0,D,FMP,FMP,FMP,,"Munnar- Silent valley Road damaged, Tea plantation washed away",77.094309565,10.087973306,3,16.0994777679,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,65,15,975.0,0,D,TEA,TEA,TEA,2,"Munnar- Silent valley Road damaged, Eucalyptus plantation uprooted",77.0796,10.0852,4,24.4799442291,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,23,14,322.0,0,D,FCP,FCP,FCP,2,"Munnar- Silent valley Road blocked, plantation damaged",77.077894199,10.085306788,6,30.4129810333,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,50,12,600.0,0,D,SPL,SPL,SPL,5,Munnar- Udumpalpettu road damaged,77.059876664,10.092546363,1,7.28395557404,3211.1,1749.1,83.58%
0,Idukki,N,Y,N,SS,50,40,2000.0,0,C,SPL,FMP,SPL,,Munnar- Udumpalpettu road blocked,77.05762,10.09739,2,11.3726053238,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,105,19,1995.0,4,D,BSL,GMC,BSL,,,77.145500031,10.106745812,2,14.6408205032,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,24,7,168.0,0,N,TEA,TEA,TEA,,,77.139932852,10.104769014,5,28.4346218109,3211.1,1749.1,83.58%
0,Idukki,Y,N,N,SS,0,0,1837.03,0,N,TEA,FMP,TEA,,,76.97350732,10.089492223,3,17.2465667725,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,13,5,65.0,0,N,GMC,FMP,GMC,,,76.973278734,10.089490591,4,24.2998695374,3211.1,1749.1,83.58%
0,Idukki,N,N,Y,SS,29,15,435.0,0,N,GMC,FMP,GMC,,,76.978060458,10.092040569,2,14.9684514999,3211.1,1749.1,83.58%
